id,slug,title,year,cns_rating,mpaa_rating,synopsis,full_review,letter,source_file,is_redirect
6834,lilyinlove1985,Lily in Love,1985,A-II,PG-13,"Stage actor (Christopher Plummer) disguises himself to get the romantic movie role for which his screenwriter wife (Maggie Smith) thinks he's entirely unsuited and she begins falling in love with her husband's new persona. Witty, sophisticated comedy from Hungarian director Karoly Makk, it's a game of who's playing a trick on whom",,l,l/lilyinlove1985.shtml,0
6835,limbo1972,Limbo,1972,A-III,PG,"Sincere tearjerker based on the stateside emotional and financial hardships of a group of Vietnam POW-MIA wives (Kathleen Nolan, Katherine Justice and Kate Jackson). Despite its obvious melodrama, director Mark Robson makes the situation ring true much of the time by showing the human side of women trying to keep their family and emotional lives intact without any certainty about their husbands or the future. Nolan's performance, strong yet vulnerable, is worth seeing. Mature themes",,l,l/limbo1972.shtml,0
6836,limbo1999,Limbo,1999,A-III,R,"Escaping a boat where a murder has taken place, a fisherman (David Strathairn), his new girlfriend (Mary Elizabeth Mastrantonio) and her estranged teen daughter (Vanessa Martinez) find themselves stranded on an Alaskan island unsure if the killers will find them, the elements will kill them or a search plane will rescue them. Writer-director John Sayles meticulously explores the roiling emotions of troubled characters as they struggle to survive or at least make peace with one another in a drama some may find flawed by its ending. An off-screen sexual encounter, fleeting off-screen violence, recurring rough language and occasional profanity",,l,l/limbo1999.shtml,0
6837,limelight1952,Limelight,1952,A-II,G,"Written, produced and directed by Charles Chaplin, the story is about a World War I music hall comic (Chaplin) who helps a ballerina (Claire Bloom) but the movie's importance comes from the light it casts on Chaplin as an artist and a man. Deeply steeped in Victorian sentimentality and simplistic affirmations of nature's goodness, the narrative may seem hopelessly dated and artificial but its sensibilities are sincere, deeply felt and enduring. Challenging but well worth seeing",,l,l/limelight1952.shtml,0
6838,limitless2011,Limitless,2011,O,PG-13,"This bluntly cynical thriller, based on Alan Glynn's 2001 novel ""The Dark Fields,"" has an uninspired novelist (Bradley Cooper), aided by a secretive mind-enhancing pill, finding his focus, conquering the stock market and getting away, literally, with murder. Director Neil Burger and screenwriter Leslie Dixon trivialize their protagonist's actions as he blazes a trail of homicidal violence that entails no discernable consequences. Skewed moral values, considerable gun and knife violence, a few implied premarital situations, fleeting crude language","If we could all use 100 percent of our brains, we'd be rich, ruthless and get away with cold-blooded murder. That's the bluntly cynical message of ""Limitless"" (Relativity), a labyrinthine thriller about a mysterious pill that produces precisely such a hypomanic edge.

More benignly, this adaptation of Alan Glynn's 2001 novel ""The Dark Fields"" also suggests that, in our information-glutted age, those with the ability to sort it all out to see the larger picture gain a competitive advantage.

Well and good. Along the way, however, Leslie Dixon's script trivializes the murder of a woman who has the misfortune to wind up as collateral damage in one of protagonist Eddie Morra's (Bradley Cooper) manic episodes under the influence of the secretive drug in question, a chemical known as NZT.

Morra is a failing sci-fi novelist who's losing his girlfriend Lindy (Abbie Cornish) and can't make his rent. When his former brother-in-law Vern (Johnny Whitworth) -- a one-time dope dealer now claiming to have gone legit -- gives him a capsule of NZT, though, Morra instantly pulls his mind together and goes on to produce a hit novel, win Lindy back, learn multiple languages and experiment with day trading.

He's so successful at picking stocks that he gets pulled into the financial dealings of billionaire Carl Van Loon (Robert De Niro) while simultaneously evading a gaggle of Russian gangsters and finding ways to score more NZT, even if he has to hire a chemist to make the stuff.

There are many scenes showing how productive Morra has become and, presumably, how creative the rest of us could be if we could only harness our full brainpower. Singing the praises of NZT, Morra comments, ""Everything I'd ever heard, read or seen was now organized and available.""

Director Neil Burger lays on the brain-expansion imagery pretty thick: All full-tilt minds evidently must zoom through New York City traffic like runaway trains, and when the words spill into Morra's head as he feverishly bats out his novel, they literally fall from the ceiling. As for some plot threads about brain damage, though, Burger leaves them dangling.

Far more significantly, ""Limitless"" seems to apply its title to Morra's moral status, as he blazes a trail of homicidal violence that entails no discernable consequences. Once fueled by NZT, so it would seem, Morra becomes a Nietzschean superman above mere right and wrong.

The film contains skewed moral values, considerable gun and knife violence, a few implied premarital situations and fleeting crude language. The Catholic News Service classification is O -- morally offensive. The Motion Picture Association of America rating is PG-13 -- parents strongly cautioned. Some material may be inappropriate for children under 13.",l,l/limitless2011.shtml,0
6839,limitthe1972,"Limit, The",1972,A-III,PG,"Yaphet Kotto gets in over his head as writer, director, and star in a film about a Los Angeles cop having trouble justifying his job and the special demands it makes on him because he is black. As a director, Kotto is unable to overcome the insurmountable problems of an underdeveloped script and an obviously bargain-basement budget. Some mature themes",,l,l/limitthe1972.shtml,0
6840,limmortelle1969,L'Immortelle,1969,A-III,,Director Alain Robbe-Grillet's existential love story set in Istanbul about a man who dies trying to unravel the mystery behind the woman he loved and lost in a car accident. Narrative unfolds jumping back and forth in time and space in an attempt to make a cinematic (and philosophical) comment upon the nature of illusion and reality. An exercise for film buffs and poets,,l,l/limmortelle1969.shtml,0
6841,lincolnconspiracythe1977,"Lincoln Conspiracy, The",1977,A-II,G,"Revisionist account of Lincoln's assassination alleges that Secretary of War Stanton and other high officials were involved in the plot directed at the President. As history, the movie relies upon still questionable documentation. As entertainment, director James L. Conway's stiff, instructive treatment would be more suited to a slide lecture",,l,l/lincolnconspiracythe1977.shtml,0
6842,lincolnlawyer2011,The Lincoln Lawyer,2011,L,R,"Vibrant but frequently seamy thriller about a slick Los Angeles attorney (Matthew McConaughey) used to defending petty criminals who gets more than he bargained for when he takes the high-profile case of a Beverly Hills playboy (Ryan Phillippe) accused of attempted murder. Driven by McConaughey's kinetic performance, director Brad Furman's adaptation of Michael Connelly's novel -- which also features Marisa Tomei as the advocate's ex-wife -- makes for a lively drama, both inside the courtroom and beyond. But its protagonist's ethical corner-cutting and eventual resort to borderline vigilantism, his client's libertine lifestyle and -- above all -- acrid flashbacks detailing violent sexual assaults narrowly circumscribe this whodunit's appropriate audience. Considerable explicit violence, including scenes of rape, vigilantism issues, brief nongraphic marital lovemaking, fleeting rear nudity, a half-dozen uses of profanity, a few rough terms, much crude and crass language","A generally engaging central character, convincingly brought to life by Matthew McConaughey, lends verve to ""The Lincoln Lawyer"" (Lionsgate). Yet, though vibrant, this thriller is also frequently seamy and includes numerous moral and visual elements that narrowly circumscribe its appropriate audience.

McConaughey plays the titular Los Angeles attorney, Michael ""Mick"" Haller, a peripatetic defender of petty criminals whose classic Lincoln Continental -- license plate: ""NTGUILTY"" -- serves as his traveling office. Though given to ethical corner-cutting, Mick is fundamentally decent, and usually has his clients' best interests at heart.

On the personal side, too, Mick longs to reconcile with his ex-wife, Maggie (Marisa Tomei), a prosecutor with whom he has a young daughter.

When Mick is offered the chance to represent Beverly Hills playboy Louis Roulet (Ryan Phillippe), scion of a powerful real estate dynasty, it seems like an easy step up to the big time. All the more so, since the high-profile case against Louis -- he's charged with the attempted murder of a girl he picked up in a singles bar -- at first seems quite flimsy.

Clues uncovered by Mick's intrepid investigator -- and longtime friend -- Frank Levin (William H. Macy), however, soon suggest a murkier scenario.

Driven by McConaughey's kinetic performance, director Brad Furman's adaptation of Michael Connelly's novel makes for a lively drama, both inside the courtroom and beyond.

But its protagonist's occasional scams and eventual resort to borderline vigilantism, his client's libertine lifestyle and -- above all -- acrid flashbacks detailing violent sexual assaults all mark this whodunit as off-limits for young or casual viewers. Well-grounded adults disposed to take on challenging material, on the other hand, may discern at least a few glints amid the grit.

The film contains considerable explicit violence -- including scenes of rape -- vigilantism issues, brief nongraphic marital lovemaking, fleeting rear nudity, a half-dozen uses of profanity, a few rough terms and much crude and crass language. The Catholic News Service classification is L -- limited adult audience, films whose problematic content many adults would find troubling. The Motion Picture Association of America rating is R -- restricted. Under 17 requires accompanying parent or adult guardian.",l,l/lincolnlawyer2011.shtml,0
6843,lionhassevenheadsthe1974,"Lion Has Seven Heads, The",1974,A-IV,,"Brazilian production about African neo-colonialism and revolution told not in narrative form but through a series of highly stylized scenes conveying various forms of social, economic and ideological exploitation. Directed by Glauber Rocha, one may object to some of the excesses in imagery, but there is no question it does contribute a sense of the revolutionary ferment in underdeveloped parts of the world",,l,l/lionhassevenheadsthe1974.shtml,0
6844,lionheart1991,Lionheart,1991,O,R,"A French Foreign Legionnaire (Jean-Claude Van Damme) goes AWOL to Los Angeles to provide for his murdered brother's wife (Lisa Pelikan) and child (Ashley Johnson) by winning a series of high-stakes, no-holds-barred fights. Director Sheldon Lettich pulls out all the stops -- destitute widow with cute tot, bloodthirsty crowds and animal-like brutality -- in an utterly transparent and trashy exercise. Excessive violence, much rough language and rear nudity",,l,l/lionheart1991.shtml,0
6845,lioninwinterthe1968,"Lion in Winter, The",1968,A-III,PG,"Toward the end of her life, Eleanor of Aquitane (Katharine Hepburn) engages in a running duel with her husband, Henry II of England (Peter O'Toole), over which of their sons should ascend the throne. Director Anthony Harvey does not allow history to get in the way of the principals whose full-blown performances make absorbing entertainment. Adult themes",,l,l/lioninwinterthe1968.shtml,0
6846,lionisinthestreetsa1953,"Lion Is in the Streets, A",1953,A-II,,"Ragged political melodrama set in a 1920's Southern state much like Louisiana where a self-educated peddler (James Cagney) gains rural support by attacking corrupt cotton buyers, then runs for governor until his own corruption is revealed. Directed by Raoul Walsh, this episodic look at the rise and fall of a populist demogogue is unconvincing in its portrayal of the politics and the personalities involved, despite Cagney's forceful but unfocused performance. Stylized violence, an illicit sexual relationship and various forms of corruption",,l,l/lionisinthestreetsa1953.shtml,0
6847,lionkingthe1994,"Lion King, The",1994,A-I,G,"Animated tale of an African lion cub (voice of Jonathan Taylor Thomas) who, led to believe he caused the death of his father the king (voice of James Earl Jones), runs away in shame, enabling his evil uncle (voice of Jeremy Irons) to assume the throne until he returns a full-grown lion (voice of Matthew Broderick) to discover the truth and reclaim the kingdom. Directors Roger Allers and Rob Minkoff combine stunning animation with deft comic touches and stirring musical numbers for an evocative allegorical story of a young lion coming of age and learning to assume responsibility as an adult leader. Some intense moments",,l,l/lionkingthe1994.shtml,0
6848,lionofthebesthe1963,"Lion of Thebes, The",1963,A-II,,"Fleeing the fall of Troy, Helen (Yvonne Fumeaux) and her Spartan protector (Mark Forest) land in Egypt where they become pawns in the political intrigue of the pharoah's court. Directed by Giorgio Ferroni, the Italian production features colorful sets and a large cast of unknowns in a story that has more plot than sense. Dubbed American version. Stylized violence",,l,l/lionofthebesthe1963.shtml,0
6849,lionofthedesert1981,Lion of the Desert,1981,A-III,PG,"Director Moustapha Akkad's homage to Libyan hero, Omar Mukhtar (Anthony Quinn), who defied Mussolini's forces for 20 years until his capture and execution in 1931. Some of the desert battle scenes and those involving Italian reprisals are both extremely violent and poorly staged",,l,l/lionofthedesert1981.shtml,0
6850,lionsforlambs,Lions for Lambs,2007,L,R,"Well-intentioned but static plea for noncomplacency as a slick senator (Tom Cruise) plants an exclusive story about a new U.S. initiative in Afghanistan with a critical TV reporter (Meryl Streep); the idealistic students (Derek Luke and Michael Pena) of a university political science professor (Robert Redford) decide to join the struggle in that country; and the professor tries to convince a disillusioned student (Andrew Garfield) to abandon his cynicism and try to make a difference in the world. Redford's usually solid directorial gifts fail to give life to an exceedingly talky, heavy-handed and artificial script, while even the action scenes in Afghanistan are murky and bland. Pervasive conversational expletives, crude expressions, some profanity and wartime battle violence","The lustrous names of Robert Redford, Meryl Streep and Tom Cruise give promise of solid drama and healthy box-office receipts.

Alas, ""Lions for Lambs"" (UA) turns out to be a well-intentioned but thuddingly static plea for noncomplacency with, we would predict, limited popular appeal.

There are basically three parallel stories here. Slick Sen. Jasper Irving (Cruise) tries to plant an exclusive story about a new U.S. military initiative in Afghanistan with skeptical TV reporter Janine Roth (Streep), who later takes what she views as a moral stand for not running with the story.

The idealistic students Arian (Derek Luke) and Ernest (Michael Pena) of university political science professor Stephen Malley (Redford) decide to join the struggle in that country to put Malley's inspiring rhetoric into practice.

And sometime later, the professor tries to convince disillusioned student Todd Hayes (Andrew Garfield) to abandon his cynicism and try to make a difference in the world.

Redford's usually solid directorial gifts fail to give life to an exceedingly talky, heavy-handed and artificial script by Matthew Michael Carnahan, whose screenplay for this season's ""The Kingdom"" was no great shakes, either. Redford's pacing here is downright clunky.

The three leads try vainly to make the dialogue sound natural, but only Streep and Cruise spark some interest with their opening banter, and even they register as phony. Luke and Pena are earnest and dull, and Garfield, hampered by some really dreary lines, never rings true either. And Redford and Streep, reunited over the title for the first time since 1985's ""Out of Africa,"" have no scenes together, sharing only over-the-title billing.

The ""action"" scenes in Afghanistan -- poor Ernest and Arian lying wounded in the snow as the Taliban moves in to get them (a fine end to their youthful idealism) -- are murky and bland.

The film seems critical of present-day foreign policy, yet it's balanced with enough patriotic stuff to assuage anyone who might be offended by the former. In any case, the anti-apathy part of the message, however worthy, does not a movie make.

The film contains pervasive conversational expletives, crude expressions, some profanity and wartime battle violence. The USCCB Office for Film & Broadcasting classification is L -- limited adult audience, films whose problematic content many adults would find troubling. The Motion Picture Association of America rating is R -- restricted. Under 17 requires accompanying parent or adult guardian.",l,l/lionsforlambs.shtml,0
6851,lionslove1969,Lion's Love,1969,O,,French director Agnes Varda's homage to and criticism of the Hollywood ethos is little more than a series of cameos with show business types and pop art personalities who seem terribly phony trying to act genuine. The amoral lifestyle espoused by its principals severely limits the movie's appeal and acceptability,,l,l/lionslove1969.shtml,0
6852,lipstick1976,Lipstick,1976,O,R,"Lamont Johnson directs this tawdry melodrama in which a woman (Margaux Hemingway), after being raped by a man who is freed and later attacks her younger sister (Mariel Hemingway), takes justice into her own hands. Exploitation of serious social problems offers only violence and brutality instead of insight",,l,l/lipstick1976.shtml,0
6853,liquidatorthe1966,"Liquidator, The",1966,A-III,,"British spy thriller directed by Jack Cardiff about a tough intelligence agent (Rod Taylor) assigned to liquidate a number of folks the agency considers to be security risks. One of them is Jill St. John, and this complicates things, much to boss Trevor Howard's dismay. Routine action movie with stylized violence",,l,l/liquidatorthe1966.shtml,0
6854,lisa1990,Lisa,1990,A-III,,"Nasty thriller in which a serial killer (D.W. Moffett) stalks the mother (Cheryl Ladd) of a precocious 14-year-old (Staci Keanan) who's been annoying him with prank telephone calls. Directed by Gary Sherman, the manipulative cat-and-mouse scenario is stretched out in mostly lethargic fashion until the bloody climax. Women-in-peril situations and sexual references",,l,l/lisa1990.shtml,0
6855,lisbon1956,Lisbon,1956,A-III,,"Muddled intrigue with a classy crook (Claude Rains) hiring a suave smuggler (Ray Milland) to pick up an American industrialist from an Iron Curtain prison, but complications arise when the industrialist's wife (Maureen O'Hara) falls for the smuggler. Also directed by Milland, the contrived proceedings are woefully unconvincing despite lovely Portuguese locales. Stylized violence, romantic complications and a wife ordering her husband's murder",,l,l/lisbon1956.shtml,0
6856,listenletsmakelove1969,"Listen, Let's Make Love",1969,O,R,Inept Italian soap opera directed by Ferdinando Scarfiotti purports to describe the pitfalls and insecurity of a young gigolo enmeshed in the opulent decadence of Milanese society. Excessive sexual depictions,,l,l/listenletsmakelove1969.shtml,0
6857,listentome1989,Listen to Me,1989,A-III,PG-13,"Campus hijinks at a posh California college focus on the school debating team which at the end of the year vies for a national championship led by two freshman (Kirk Cameron and Jami Gertz) arguing in the affirmative that abortion is wrong. Written and directed by Douglas Day Stewart, the movie laboriously delays the inevitable romance between its two principals and plays both sides of the street on the abortion issue, though it ends affirming the pro-life view. Several suggestive sex scenes, sophomoric sex jokes and a bit of rough language but seen from a perspective critical of contemporary moral permissiveness",,l,l/listentome1989.shtml,0
6858,listenupthelivesofquincyjones1990,Listen Up: The Lives of Quincy Jones,1990,A-II,PG-13,"Portrait of the composer-producer's musical development and career achievements plus details of his personal life, including a harsh ghetto background and failed marriages. The colorful, kaleidoscopic ""rockumentary"" from director Ellen Weissbrod is done via interviews with Jones, his daughter and famed musical collaborators in a somewhat lengthy and reverential study of what makes Quincy Jones tick, tempered by his refreshingly honest self-appraisal. Minimal rough language and racial epithets",,l,l/listenupthelivesofquincyjones1990.shtml,0
6859,listofadrianmessengerthe1963,"List of Adrian Messenger, The",1963,A-I,,"Gimmicky murder mystery in which a retired British spy (George C. Scott) seeks a killer whose victims were all survivors of a Japanese P.O.W. camp in Burma where one of them turned traitor. Directed by John Huston, the movie has a good cast (including Kirk Douglas, Clive Brook and Dana Wynter) with the killer masked in various disguises which are as easy to see through as those sported by Robert Mitchum, Burt Lancaster, Frank Sinatra and Tony Curtis in campy cameo roles. Though stylized, the violence makes it unlikely children's fare",,l,l/listofadrianmessengerthe1963.shtml,0
6860,little-fockers,Little Fockers,2010,L,PG-13,"Dull, tasteless comedy -- the second spawn of 2000's amusing ""Meet the Parents"" -- dominated by relatively raunchy and poorly staged gags centering on Gaylord and Pam Focker (Ben Stiller and Teri Polo), their 5-year-old twins (Colin Baiocchi and Daisy Tahan) and Pam's meddlesome father (Robert De Niro). Director Paul Weitz strings together a lowest-common-denominator collection of infantile set pieces. Frequent sexual banter, including references to sex toys, condoms and masturbation; some sexual situations and profanity; much crude and crass language; toilet humor; and a bruising fistfight","Rather than focus on the next generation of Fockers, as its title implies, the second spawn of 2000's popular comedy ""Meet the Parents"" dwells on the infantile behavior of their elders. That wouldn't be so problematic if the adults' antics were occasionally humorous or simply benignly juvenile. But ""Little Fockers"" (Universal) is extremely dull and tasteless at the same time.

Once again, the definition of family values is expanded in a way that many viewers will consider unpalatable, before finally being circumscribed in a more wholesome manner.

In the 2004 sequel ""Meet the Fockers,"" Gaylord (Ben Stiller) and Pam (Teri Polo) traveled to Florida with Pam's folks, Jack and Dina Byrnes (Robert De Niro and Blythe Danner), to visit Gaylord's parents, Roz and Bernie (Barbra Streisand and Dustin Hoffman).

When ""Little Fockers"" opens a half-decade later, Gaylord and Pam are living in a Chicago apartment with their twins Henry (Colin Baiocchi) and Samantha (Daisy Tahan). The couple is hoping renovations on their new home will be completed in time for the children's fifth birthday party. Meanwhile, Gaylord is juggling his parental duties with his career responsibilities as a nursing administrator in a city hospital.

As the date for the party approaches, Jack suffers a mild heart attack, yet keeps it a secret from everyone except Gaylord. Concerned that the Byrnes-Focker clan will be left without a male leader in the event of his demise, the wily ex-spy nominates Gaylord to assume the patriarchal mantle.

The substance of the action is the bonding and jousting that result from this intergenerational transfer of authority. The Byrnes arrive in town for the celebration and Jack -- whose coronary episode hasn't noticeably slowed him down -- proceeds to meddle in Gaylord's affairs, advising him to enroll the twins in an expensive private school and encouraging him to get his financial house in order.

As if Jack's interference weren't distracting enough, two other characters complicate Gaylord's life. Pam's old flame Kevin (Owen Wilson) returns from a long stint abroad. And at work, comely if slightly unhinged drug rep Andi Garcia (Jessica Alba) recruits Gaylord to shill for Sustengo, a new erectile dysfunction medicine designed to be safe for heart patients.

Just as young Henry and Samantha are merely foils for the in-law tension between Gaylord and Jack, Roz and Bernie are incidental to the plot, a circumstance that will disappoint those who relished watching the veteran performers let their hair down in ""Meet the Fockers.""

No matter which characters are involved, the gags in ""Little Fockers"" all function on the same asinine and fairly raunchy level. Few are amusing and all are ploddingly staged by Paul Weitz (""American Pie""), who has taken over from Jay Roach, director of the first two movies. Along with potty-mouthed dialogue and numerous sexual references, the lowest-common-denominator litany includes Andi and Gaylord administering an enema to a hospital patient (and finding it erotic).

After Henry accidentally sees his father perform a disturbing medical procedure on his grandfather (necessitated by Sustengo), Jack offers to erase the boy's memory using psychological techniques he mastered as a CIA agent during the 1970s. Gaylord dissuades him. But, after sitting through ""Little Fockers,"" viewers might volunteer to have their memories wiped clean.

The film contains frequent sexual banter, including references to sex toys, condoms and masturbation; some sexual situations and profanity; much crude and crass language; toilet humor; and a bruising fistfight. The Catholic News Service classification is L -- limited adult audience, films whose problematic content many adults would find troubling. The Motion Picture Association of America rating is PG-13 -- parents strongly cautioned. Some material may be inappropriate for children under 13.",l,l/little-fockers.shtml,0
6861,little-voice,Little Voice,,,,,,l,l/little_voice.shtml,0
6862,littlearkthe1972,"Little Ark, The",1972,A-II,G,Director James B. Clark tells the story of two children (Philip Frame and Genevieve Ambas) who are separated from their parents during the 1953 floods in northern Holland. It has an intelligent message about human community but the children face some intense dangers best left unexperienced by small children,,l,l/littlearkthe1972.shtml,0
6863,littlebigleague1994,Little Big League,1994,A-II,PG,"Lightweight comedy in which an 11-year-old (Luke Edwards) inherits ownership of the Minnesota Twins baseball team from his grandfather (Jason Robards) and appoints himself manager, determined to inspire the players (including Timothy Busfield and Jonathan Silverman) out of a losing slump. Though director Andrew Scheinman doesn't deliver a home-run baseball comedy, he does fashion the breezy storyline and likable characters into a generally appealing, minor-league movie. Fleeting sexual innuendo and an instance of profanity",,l,l/littlebigleague1994.shtml,0
6864,littlebigman1970,Little Big Man,1970,A-III,PG,"Dustin Hoffman as the sole survivor of Custer's Last Stand relives the story of his life and times on the frontier. Although not tightly conceived or executed, director Arthur Penn's large canvas provides a major overview of the Old West and its conflicts between Indians and pioneers",,l,l/littlebigman1970.shtml,0
6865,littleboylost1953,Little Boy Lost,1953,A-I,,"Contrived sudser directed by George Seaton features Bing Crosby as a U.S. newsman in post-war France seeking his young son who disappeared after his mother was killed by the Gestapo. Good use of French locales and a fine performance by Gabrielle Dorziat as the sage nun running an orphanage but the muddled plot about a father's anguish grows tiresome long before its flat, sentimental ending",,l,l/littleboylost1953.shtml,0
6866,littlebuddha1994,Little Buddha,1994,A-II,PG,"Traveling to the mountain kingdom of Bhutan with his dad (Chris Isaak), a 9-year-old Seattle boy (Alex Wiesendanger) learns about the life of Buddha (Keanu Reeves) from a monk (Ying Ruocheng) who thinks the child may be the reincarnation of a revered lama. Director Bernardo Bertolucci's visually stunning work crosscuts skillfully from the contemporary reincarnation story to the ancient tale of a troubled prince who became the Buddha after he learned compassion for all living things. Positive treatment of universal spiritual values as well as Buddhist beliefs, including reincarnation",,l,l/littlebuddha1994.shtml,0
6867,littlechildren,Little Children,2006,L,R,"Sharply observed suburban story of an unhappy wife (Kate Winslet, in peak form) and a stay-at-home dad (Patrick Wilson) who gradually fall in love and commence an adulterous affair after meeting at the local playground against the backdrop of a community all aflutter because a convicted sex offender (Jackie Earle Haley) has moved into his mother's (Phyllis Somerville) house there. Director and co-writer Todd Field's black comedy, with its pitch-perfect performances (including those of Noah Emmerich, Jennifer Connelly, Jane Adams and Gregg Edelman), is one of those films that illuminates the human condition, even as it presents characters whose behavior is deeply flawed, while capped by a deeply moral and redemptive ending. Some rough and crude language and expressions; profanity; several brief sexual encounters, one particularly graphic with rear male nudity; upper and rear female nudity elsewhere; adultery; some implied aberrant sexual activity; and bloody self-mutilation","""Little Children"" (New Line) is a sharply observed suburban story about Sarah, an unhappy wife (Kate Winslet, in peak form), married to distant husband Richard (Gregg Edelman), who is more interested in a newly discovered online sex site than in his frustrated wife.

There's also Brad (Patrick Wilson), a stay-at-home dad whose breadwinner wife Kathy (Jennifer Connelly), a PBS documentary maker, nags him to pass his bar exam and focuses all of her affection on their young son.

Both Brad and grad-school-dropout Sarah are frustrated by dreams unfulfilled, and like most of the characters here, are the real ""children"" of the ironic title. Brad, for instance, would rather spend hours on end watching the local skateboarding teenagers who remind him of his youthful promise instead of studying. His procrastination ultimately finds an outlet when he's recruited by his seriously unhinged old buddy, Larry (Noah Emmerich), an ex-cop, to join a football team made up of local policemen.

At the playground, the mothers are agog as they await good-looking Brad's daily appearance pushing his young son's stroller. One day, they dare Sarah to ask for his phone number. Instead, she confides in Brad about the dare, and jokingly suggests they kiss to shock the others.

He agrees and, of course, there's an immediate and palpable attraction. Sarah and Brad gradually fall in love and, in time, commence an adulterous affair. (A discussion of ""Madame Bovary"" at a women's book club will later bring the adultery theme into sharper focus.)

All this unfolds against the backdrop of a community aflutter because middle-aged Ronnie (Jackie Earle Haley), a convicted sex offender, has moved into his mother May's (Phyllis Somerville) house there. The obsessive Larry is on a one-man vigilante mission to harass the pathetic ex-con, leading the latter's forgiving mother to staunchly defend her helpless son, underscoring a strong matriarchal thread running through the film's narrative.

One of the film's most brilliant sequences involves Ronnie's unapologetic appearance at the local pool with snorkel gear and fins which causes a mass exodus from the pool rivaling any scene in ""Jaws""!

Director and co-writer Todd Field's black comedy, based on Tom Perrotta's novel (he co-wrote the screenplay) with its pitch-perfect performances (including Jane Adams as a lonely young woman who answers a personal ad placed by May on her son's behalf), is one of those films that illuminates the human condition (and shows an all-encompassing compassion), even as it presents characters whose behavior is deeply flawed, while capped by a deeply moral and redemptive ending.

Some of the sexual imagery in the film -- though not exploitative -- goes arguably further than needed. But the ultimately heart-wrenching humanity on display is what you remember.

The film contains some rough and crude language and expressions; profanity; several brief sexual encounters, one particularly graphic with rear male nudity; upper and rear female nudity elsewhere; adultery; some implied aberrant sexual activity; and bloody self-mutilation. The USCCB Office for Film & Broadcasting classification is L -- limited adult audience, films whose problematic content many adults would find troubling. The Motion Picture Association of America rating is R -- restricted. Under 17 requires accompanying parent or adult guardian.",l,l/littlechildren.shtml,0
6868,littlecigars1973,Little Cigars,1973,O,PG,"Sadistically abused woman (Angel Tompkins) takes refuge with a group of midgets in a traveling side show where she runs an aphrodisiac candy bar, while having an affair with the head midget (Billy Curtis). Directed by Chris Christenberry, it is an utterly cruel and tasteless movie, with the worst big-woman, little-man joke ever devised",,l,l/littlecigars1973.shtml,0
6869,littlecolonelthe1935,"Little Colonel, The",1935,A-I,PG,"Rejecting his daughter (Evelyn Venable) for marrying a Yankee (John Lodge) after the Civil War, an irascible Kentucky colonel (Lionel Barrymore) is finally won over by their spunky little girl (Shirley Temple). Director David Butler's old-fashioned melodrama of family reconciliation centers in the interplay between youngster and grandfather as well as the child's friendship with black servants, notably in scenes with Hattie McDaniel at a river baptism and some stylish tap dancing with Bill Robinson upstairs and down. Still a lot of fun, though flawed by regional and racial stereotypes",,l,l/littlecolonelthe1935.shtml,0
6870,littledarlings1980,Little Darlings,1980,O,R,"Silly but nasty little movie wasting the talents of young Kristy McNichol and Tatum O'Neal in a story that has to do with a group of girls at a summer camp making a bet that places loss of virginity into the category of a competitive sport. Besides some distasteful visuals and offensive language, director Ronald F. Maxwell's movie condones immoral behavior despite some moralistic hedging at the end",,l,l/littledarlings1980.shtml,0
6871,littledrummergirlthe1984,"Little Drummer Girl, The",1984,A-III,R,"Lackluster screen adaptation of the John Le Carre novel about an actress (Diane Keaton) recruited by Israeli agents to trap a terrorist. Director George Roy Hill appears unconcerned for politics, characterization or moral details. Considerable violence, some nudity and rough language",,l,l/littledrummergirlthe1984.shtml,0
6872,littlefaussandbighalsy1970,Little Fauss and Big Halsy,1970,A-IV,R,Routine motorcycle-racing movie that dotes upon the idiosyncracies of one of its stars (Michael J. Pollard) and the good looks and sexual prowess of the other (Robert Redford). Sidney J. Furie directs an undistinguished clunker which has a permissive attitude toward casual sex,,l,l/littlefaussandbighalsy1970.shtml,0
6873,littlefoxesthe1941,"Little Foxes, The",1941,A-II,,"Engrossing adaptation of Lillian Hellman's play about a woman (Bette Davis) and her two brothers (Charles Dingle and Carl Benton Reid) who conspire to get the money needed for a business deal from her estranged but wealthy, seriously ill husband (Herbert Marshall). Directed by William Wyler and strikingly photographed by Gregg Toland, the post-Civil War drama centers on the Southern family's conniving among themselves and ultimately against each other, with Davis memorable as the shrewd, conscienceless wife. Fascinating portrait of self-defeating greed",,l,l/littlefoxesthe1941.shtml,0
6874,littlegiants1994,Little Giants,1994,A-II,PG,"Strained comedy in which a single dad (Rick Moranis) is persuaded by his tom-boy daughter (Shawna Waldron) to coach a pre-teen football squad composed of rejects from the town's official peewee team coached by his arrogant brother (Ed O'Neill), a former gridiron star. Director Duwayne Dunham's sentimental exercise in youthful hi-jinks is flat and often in bad taste resulting in a picture whose contrived underdog situations are as largely unamusing as the inept title team's unlikely triumph on the field is entirely predictable. Vulgar language, crotch jokes, a running gag about breaking wind and a ludicrous instance of ""comic"" profanity",,l,l/littlegiants1994.shtml,0
